PB,Plantões Médicos Esperança - PB,
PB,Plantões Médicos Brejo Paraibano - PB,
PB,Plantões Médicos Guarabira - PB,
PB,Plantões Médicos Campina Grande - PB,
PB,Plantões Médicos Itabaiana - PB,
PB,Plantões Médicos Umbuzeiro - PB,
PB,Plantões Médicos Litoral Norte - PB,
PB,Plantões Médicos Sapé - PB,
PB,Plantões Médicos João Pessoa - PB,
PB,Plantões Médicos Litoral Sul - PB,
PE,Plantões Médicos Araripina - PE,
PE,Plantões Médicos Salgueiro - PE,
PE,Plantões Médicos Pajeú - PE,
PE,Plantões Médicos Sertão do Moxotó - PE,
PE,Plantões Médicos Petrolina - PE,
PE,Plantões Médicos Itaparica - PE,
PE,Plantões Médicos Vale do Ipanema - PE,
PE,Plantões Médicos Vale do Ipojuca - PE,
PE,Plantões Médicos Alto Capibaribe - PE,
PE,Plantões Médicos Médio Capibaribe - PE,
PE,Plantões Médicos Garanhuns - PE,
PE,Plantões Médicos Brejo Pernambucano - PE,
PE,Plantões Médicos Mata Setentrional Pernambucana - PE,
PE,Plantões Médicos Vitória de Santo Antão - PE,
PE,Plantões Médicos Mata Meridional Pernambucana - PE,
PE,Plantões Médicos Itamaracá - PE,
PE,Plantões Médicos Recife - PE,
PE,Plantões Médicos Suape - PE,
PE,Plantões Médicos Fernando de Noronha - PE,
PI,Plantões Médicos Baixo Parnaíba Piauiense - PI,
PI,Plantões Médicos Litoral Piauiense - PI,
PI,Plantões Médicos Teresina - PI,
PI,Plantões Médicos Campo Maior - PI,
PI,Plantões Médicos Médio Parnaíba Piauiense - PI,
PI,Plantões Médicos Valença do Piauí - PI,
PI,Plantões Médicos Alto Parnaíba Piauiense - PI,
PI,Plantões Médicos Bertolínia - PI,
PI,Plantões Médicos Floriano - PI,
PI,Plantões Médicos Alto Médio Gurguéia - PI,
PI,Plantões Médicos São Raimundo Nonato - PI,
PI,Plantões Médicos Chapadas do Extremo Sul Piauiense - PI,
PI,Plantões Médicos Picos - PI,
PI,Plantões Médicos Pio IX - PI,
PI,Plantões Médicos Alto Médio Canindé - PI,
PR,Plantões Médicos Paranavaí - PR,OK
PR,Plantões Médicos Umuarama - PR,OK
PR,Plantões Médicos Cianorte - PR,OK
PR,Plantões Médicos Goioerê - PR,OK
PR,Plantões Médicos Campo Mourão - PR,OK
PR,Plantões Médicos Astorga - PR,OK
PR,Plantões Médicos Porecatu - PR,OK
PR,Plantões Médicos Floraí - PR,OK
PR,Plantões Médicos Maringá - PR,OK
PR,Plantões Médicos Apucarana - PR,OK
PR,Plantões Médicos Londrina - PR,OK
PR,Plantões Médicos Faxinal - PR,OK
PR,Plantões Médicos Ivaiporã - PR,OK
PR,Plantões Médicos Assaí - PR,OK
PR,Plantões Médicos Cornélio Procópio - PR,OK
PR,Plantões Médicos Jacarezinho - PR,OK
PR,Plantões Médicos Ibaiti - PR,OK
PR,Plantões Médicos Wenceslau Braz - PR,OK
PR,Plantões Médicos Telêmaco Borba - PR,
PR,Plantões Médicos Jaguariaíva - PR,
PR,Plantões Médicos Ponta Grossa - PR,
PR,Plantões Médicos Toledo - PR,
PR,Plantões Médicos Cascavel - PR,
PR,Plantões Médicos Foz do Iguaçu - PR,
PR,Plantões Médicos Capanema - PR,
PR,Plantões Médicos Francisco Beltrão - PR,
PR,Plantões Médicos Pato Branco - PR,
PR,Plantões Médicos Pitanga - PR,
PR,Plantões Médicos Guarapuava - PR,
PR,Plantões Médicos Palmas - PR,
PR,Plantões Médicos Prudentópolis - PR,
PR,Plantões Médicos Irati - PR,
PR,Plantões Médicos União da Vitória - PR,
PR,Plantões Médicos São Mateus do Sul - PR,
PR,Plantões Médicos Cerro Azul - PR,
PR,Plantões Médicos Lapa - PR,
PR,Plantões Médicos Curitiba - PR,ok
PR,Plantões Médicos Paranaguá - PR,ok
PR,Plantões Médicos Rio Negro - PR,
RJ,Plantões Médicos Itaperuna - RJ,ok
RJ,Plantões Médicos Santo Antônio de Pádua - RJ,ok
RJ,Plantões Médicos Campos dos Goytacazes - RJ,ok
RJ,Plantões Médicos Macaé - RJ,ok
RJ,Plantões Médicos Três Rios - RJ,ok
RJ,Plantões Médicos Cantagalo-Cordeiro - RJ,ok
RJ,Plantões Médicos Nova Friburgo - RJ,ok
RJ,Plantões Médicos Santa Maria Madalena - RJ,ok
RJ,Plantões Médicos Bacia de São João - RJ,ok
RJ,Plantões Médicos Lagos - RJ,ok
RJ,Plantões Médicos Vale do Paraíba Fluminense - RJ,ok
RJ,Plantões Médicos Barra do Piraí - RJ,ok
RJ,Plantões Médicos Baía da Ilha Grande - RJ,ok
RJ,Plantões Médicos Vassouras - RJ,ok
RJ,Plantões Médicos Serrana - RJ,ok
RJ,Plantões Médicos Macacu-Caceribu - RJ,ok
RJ,Plantões Médicos Itaguaí - RJ,ok
RJ,Plantões Médicos Rio de Janeiro - RJ,ok
RN,Plantões Médicos Mossoró - RN,
RN,Plantões Médicos Chapada do Apodi - RN,
RN,Plantões Médicos Médio Oeste - RN,
RN,Plantões Médicos Vale do Açu - RN,
RN,Plantões Médicos Serra de São Miguel - RN,
RN,Plantões Médicos Pau dos Ferros - RN,
RN,Plantões Médicos Umarizal - RN,
RN,Plantões Médicos Macau - RN,
RN,Plantões Médicos Angicos - RN,
RN,Plantões Médicos Serra de Santana - RN,
RN,Plantões Médicos Seridó Ocidental - RN,
RN,Plantões Médicos Seridó Oriental - RN,
RN,Plantões Médicos Baixa Verde - RN,
RN,Plantões Médicos Borborema Potiguar - RN,
RN,Plantões Médicos Agreste Potiguar - RN,
RN,Plantões Médicos Litoral Nordeste - RN,
RN,Plantões Médicos Macaíba - RN,
RN,Plantões Médicos Natal - RN,
RN,Plantões Médicos Litoral Sul - RN,
RO,Plantões Médicos Porto Velho - RO,
RO,Plantões Médicos Guajará-Mirim - RO,
RO,Plantões Médicos Ariquemes - RO,
RO,Plantões Médicos Ji-Paraná - RO,
RO,Plantões Médicos Alvorada D'Oeste - RO,
RO,Plantões Médicos Cacoal - RO,
RO,Plantões Médicos Vilhena - RO,
RO,Plantões Médicos Colorado do Oeste - RO,
RR,Plantões Médicos Boa Vista - RR,
RR,Plantões Médicos Nordeste de Roraima - RR,
RR,Plantões Médicos Caracaraí - RR,
RR,Plantões Médicos Sudeste de Roraima - RR,
RS,Plantões Médicos Santa Rosa - RS,
RS,Plantões Médicos Três Passos - RS,
RS,Plantões Médicos Frederico Westphalen - RS,
RS,Plantões Médicos Erechim - RS,
RS,Plantões Médicos Sananduva - RS,
RS,Plantões Médicos Cerro Largo - RS,
RS,Plantões Médicos Santo Ângelo - RS,
RS,Plantões Médicos Ijuí - RS,
RS,Plantões Médicos Carazinho - RS,
RS,Plantões Médicos Passo Fundo - RS,
RS,Plantões Médicos Cruz Alta - RS,
RS,Plantões Médicos Não-Me-Toque - RS,
RS,Plantões Médicos Soledade - RS,
RS,Plantões Médicos Guaporé - RS,
RS,Plantões Médicos Vacaria - RS,
RS,Plantões Médicos Caxias do Sul - RS,
RS,Plantões Médicos Santiago - RS,
RS,Plantões Médicos Santa Maria - RS,
RS,Plantões Médicos Restinga Seca - RS,
RS,Plantões Médicos Santa Cruz do Sul - RS,
RS,Plantões Médicos Lajeado-Estrela - RS,
RS,Plantões Médicos Cachoeira do Sul - RS,
RS,Plantões Médicos Montenegro - RS,
RS,Plantões Médicos Gramado-Canela - RS,
RS,Plantões Médicos São Jerônimo - RS,
RS,Plantões Médicos Porto Alegre - RS,
RS,Plantões Médicos Osório - RS,
RS,Plantões Médicos Camaquã - RS,
RS,Plantões Médicos Campanha Ocidental - RS,
RS,Plantões Médicos Campanha Central - RS,
RS,Plantões Médicos Campanha Meridional - RS,
RS,Plantões Médicos Serras de Sudeste - RS,
RS,Plantões Médicos Pelotas - RS,
RS,Plantões Médicos Jaguarão - RS,
RS,Plantões Médicos Litoral Lagunar - RS,
SC,Plantões Médicos São Miguel do Oeste - SC,
SC,Plantões Médicos Chapecó - SC,
SC,Plantões Médicos Xanxerê - SC,
SC,Plantões Médicos Joaçaba - SC,
SC,Plantões Médicos Concórdia - SC,
SC,Plantões Médicos Canoinhas - SC,
SC,Plantões Médicos São Bento do Sul - SC,
SC,Plantões Médicos Joinville - SC,
SC,Plantões Médicos Curitibanos - SC,
SC,Plantões Médicos Campos de Lages - SC,
SC,Plantões Médicos Rio do Sul - SC,
SC,Plantões Médicos Blumenau - SC,
SC,Plantões Médicos Itajaí - SC,
SC,Plantões Médicos Ituporanga - SC,
SC,Plantões Médicos Tijucas - SC,
SC,Plantões Médicos Florianópolis - SC,
SC,Plantões Médicos Tabuleiro - SC,
SC,Plantões Médicos Tubarão - SC,
SC,Plantões Médicos Criciúma - SC,
SC,Plantões Médicos Araranguá - SC,
SE,Plantões Médicos Sergipana do Sertão do São Francisco - SE,
SE,Plantões Médicos Carira - SE,
SE,Plantões Médicos Nossa Senhora das Dores - SE,
SE,Plantões Médicos Agreste de Itabaiana - SE,
SE,Plantões Médicos Tobias Barreto - SE,
SE,Plantões Médicos Agreste de Lagarto - SE,
SE,Plantões Médicos Propriá - SE,
SE,Plantões Médicos Cotinguiba - SE,
SE,Plantões Médicos Japaratuba - SE,
SE,Plantões Médicos Baixo Cotinguiba - SE,
SE,Plantões Médicos Aracaju - SE,
SE,Plantões Médicos Boquim - SE,
SE,Plantões Médicos Estância - SE,
SP,Plantões Médicos Jales - SP,ok
SP,Plantões Médicos Fernandópolis - SP,ok
SP,Plantões Médicos Votuporanga - SP,ok
SP,Plantões Médicos São José do Rio Preto - SP,ok
SP,Plantões Médicos Catanduva - SP,ok
SP,Plantões Médicos Auriflama - SP,ok
SP,Plantões Médicos Nhandeara - SP,ok
SP,Plantões Médicos Novo Horizonte - SP,ok
SP,Plantões Médicos Barretos - SP,ok
SP,Plantões Médicos São Joaquim da Barra - SP,ok
SP,Plantões Médicos Ituverava - SP,ok
SP,Plantões Médicos Franca - SP,ok
SP,Plantões Médicos Jaboticabal - SP,ok
SP,Plantões Médicos Ribeirão Preto - SP,ok
SP,Plantões Médicos Batatais - SP,ok
SP,Plantões Médicos Andradina - SP,ok
SP,Plantões Médicos Araçatuba - SP,ok
SP,Plantões Médicos Birigui - SP,ok
SP,Plantões Médicos Lins - SP,ok
SP,Plantões Médicos Bauru - SP,ok
SP,Plantões Médicos Jaú - SP,ok
SP,Plantões Médicos Avaré - SP,ok
SP,Plantões Médicos Botucatu - SP,ok
SP,Plantões Médicos Araraquara - SP,ok
SP,Plantões Médicos São Carlos - SP,ok
SP,Plantões Médicos Rio Claro - SP,ok
SP,Plantões Médicos Limeira - SP,ok
SP,Plantões Médicos Piracicaba - SP,ok
SP,Plantões Médicos Pirassununga - SP,ok
SP,Plantões Médicos São João da Boa Vista - SP,ok
SP,Plantões Médicos Mogi Mirim - SP,ok
SP,Plantões Médicos Campinas - SP,ok
SP,Plantões Médicos Amparo - SP,ok
SP,Plantões Médicos Dracena - SP,ok
SP,Plantões Médicos Adamantina - SP,ok
SP,Plantões Médicos Presidente Prudente - SP,ok
SP,Plantões Médicos Tupã - SP,ok
SP,Plantões Médicos Marília - SP,ok
SP,Plantões Médicos Assis - SP,ok
SP,Plantões Médicos Ourinhos - SP,ok
SP,Plantões Médicos Itapeva - SP,ok
SP,Plantões Médicos Itapetininga - SP,ok
SP,Plantões Médicos Tatuí - SP,ok
SP,Plantões Médicos Capão Bonito - SP,ok
SP,Plantões Médicos Piedade - SP,ok
SP,Plantões Médicos Sorocaba - SP,ok
SP,Plantões Médicos Jundiaí - SP,ok
SP,Plantões Médicos Bragança Paulista - SP,ok
SP,Plantões Médicos Campos do Jordão - SP,ok
SP,Plantões Médicos São José dos Campos - SP,ok
SP,Plantões Médicos Guaratinguetá - SP,ok
SP,Plantões Médicos Bananal - SP,ok
SP,Plantões Médicos Paraibuna/Paraitinga - SP,ok
SP,Plantões Médicos Caraguatatuba - SP,ok
SP,Plantões Médicos Registro - SP,ok
SP,Plantões Médicos Itanhaém - SP,ok
SP,Plantões Médicos Osasco - SP,ok
SP,Plantões Médicos Franco da Rocha - SP,ok
SP,Plantões Médicos Guarulhos - SP,ok
SP,Plantões Médicos Itapecerica da Serra - SP,ok
SP,Plantões Médicos São Paulo - SP,ok
SP,Plantões Médicos Mogi das Cruzes - SP,ok
SP,Plantões Médicos Santos - SP,ok
TO,Plantões Médicos Bico do Papagaio - TO,
TO,Plantões Médicos Araguaína - TO,
TO,Plantões Médicos Miracema do Tocantins - TO,
TO,Plantões Médicos Rio Formoso - TO,
TO,Plantões Médicos Gurupi - TO,
TO,Plantões Médicos Porto Nacional - TO,
TO,Plantões Médicos Jalapão - TO,
TO,Plantões Médicos Dianópolis - TO,
